-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M_RANGE             MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                   MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,T2MDEW,T2MWET,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WD10M,WS50M_RANGE,WD50M
2009,5,9,6.93,7.18,0.63,407.85,132.8,136.15,2.3,23.74,26.13,30.4,6.73,18.55,77.0,0.0,99.88,3.28,246.62,2.39,247.44
2009,5,10,6.6,7.03,0.6,420.03,128.22,134.59,2.16,24.15,26.44,30.47,6.12,19.04,77.75,0.0,99.74,2.79,246.19,2.44,247.0
2009,5,11,6.55,7.02,0.6,423.02,126.73,133.99,2.09,24.06,26.74,31.19,7.69,19.04,75.5,0.0,99.75,2.05,249.75,1.98,251.12
2009,5,12,6.84,7.2,0.62,423.32,130.34,135.62,-999.0,22.92,26.76,32.55,11.48,18.19,69.75,0.0,99.7,3.75,256.69,3.79,258.31
2009,5,13,7.22,7.35,0.66,412.15,137.59,138.91,2.36,24.59,27.3,32.26,9.77,19.71,75.75,0.0,99.55,2.86,222.25,2.95,223.06
2009,5,14,7.14,7.31,0.65,413.28,134.79,136.83,2.3,24.75,27.51,31.98,9.16,20.02,75.88,0.0,99.32,3.19,221.5,2.86,222.81
2009,5,15,7.02,7.15,0.64,418.88,134.22,135.67,2.29,23.57,27.92,33.9,13.34,19.35,68.5,0.0,99.38,4.81,205.75,5.95,202.94
2009,5,16,7.02,7.33,0.64,420.1,133.65,137.86,2.32,25.3,28.23,32.71,8.23,20.69,74.31,0.0,99.61,3.86,208.81,3.82,208.5
2009,5,17,7.09,7.44,0.64,415.54,135.51,140.5,2.3,25.37,27.48,31.01,5.94,20.57,79.75,0.0,99.76,3.51,206.56,3.42,206.94
2009,5,18,6.97,7.45,0.63,424.45,133.72,140.93,2.37,25.33,27.15,30.21,5.23,20.51,82.19,0.0,99.74,3.15,215.0,2.96,215.31
2009,5,19,6.9,7.24,0.62,427.31,131.3,136.22,2.33,24.88,27.74,32.06,8.96,20.2,75.75,0.0,99.71,4.5,244.75,4.8,245.69
2009,5,20,7.07,7.21,0.64,412.76,132.8,134.3,2.3,23.44,27.05,32.27,9.65,18.68,70.75,0.0,99.64,5.0,251.44,4.66,252.44
2009,5,21,7.45,7.58,0.67,407.88,141.51,142.82,2.53,24.73,27.47,32.33,8.49,19.84,75.06,0.0,99.68,2.2,237.31,1.55,238.31
2009,5,22,7.37,7.53,0.66,414.1,139.95,141.8,2.43,21.3,26.53,33.31,11.73,17.15,63.62,0.0,99.59,4.17,257.81,4.44,259.38
2009,5,23,7.56,7.69,0.68,400.53,139.99,141.3,2.41,20.76,26.14,33.19,11.25,16.78,62.56,0.0,99.37,2.38,247.19,1.7,248.75
2009,5,24,7.57,7.69,0.68,407.62,142.87,143.98,2.48,23.53,27.33,33.4,10.22,18.86,69.31,0.0,99.21,2.29,241.5,2.2,242.25
2009,5,25,7.42,7.71,0.66,414.44,140.04,143.88,2.46,24.73,27.55,32.59,8.16,19.96,74.62,0.0,99.2,3.2,235.19,2.23,236.25
2009,5,26,7.01,7.49,0.63,432.7,132.83,139.82,2.31,24.44,27.9,33.65,9.24,19.96,71.44,0.0,99.15,2.51,234.62,2.98,236.19
2009,5,27,6.8,7.19,0.61,433.23,131.55,137.16,2.3,25.71,28.22,33.23,6.52,21.0,75.81,0.0,99.41,1.52,226.12,1.31,226.56
2009,5,28,6.44,7.2,0.58,446.55,126.48,138.35,2.28,25.67,28.19,33.27,5.23,20.87,75.38,0.0,99.5,1.83,224.31,1.46,224.5
2009,5,29,6.23,7.22,0.56,448.27,122.83,138.59,2.23,26.04,28.37,32.86,4.42,21.36,76.69,0.0,99.47,2.2,237.31,1.73,238.06
2009,5,30,6.1,7.26,0.55,447.27,120.04,138.48,2.14,25.68,28.4,33.6,5.74,21.0,73.81,0.0,99.3,3.38,232.81,3.8,233.5
2009,5,31,6.48,7.22,0.58,445.12,127.14,138.43,2.27,24.76,27.6,32.92,4.87,19.78,72.38,0.0,99.46,2.51,221.38,2.23,221.38
2009,6,1,5.66,7.01,0.51,440.8,113.5,135.76,1.98,24.82,27.79,32.51,4.2,19.84,71.06,0.0,99.55,1.56,235.44,1.55,235.88
2009,6,2,6.36,7.15,0.57,435.94,126.15,138.9,2.25,24.86,27.88,32.86,4.26,19.84,70.69,0.0,99.7,2.29,241.81,2.53,242.31
2009,6,3,7.11,7.4,0.64,428.81,139.01,142.98,2.51,24.28,27.54,32.89,5.48,19.17,69.0,0.0,99.79,1.56,248.5,1.27,249.0
2009,6,4,7.22,7.43,0.65,425.48,141.05,143.63,2.51,23.94,26.85,32.12,4.59,18.8,71.56,0.0,99.66,3.32,246.12,2.63,246.69
2009,6,5,6.87,7.26,0.62,429.06,132.93,138.6,2.27,24.18,27.36,32.48,7.02,19.23,70.56,0.0,99.39,2.52,239.0,1.91,240.06
2009,6,6,7.5,7.69,0.67,408.53,140.34,142.58,2.34,18.41,24.95,33.12,11.0,15.14,56.94,0.0,99.24,4.94,260.81,5.57,262.06
2009,6,7,7.89,8.06,0.7,398.9,147.12,148.98,2.51,17.86,24.62,32.8,11.67,14.65,53.38,0.0,99.27,5.88,267.06,5.88,269.0
2009,6,8,7.47,7.84,0.67,417.54,142.55,147.98,2.45,20.69,26.03,33.18,10.22,16.85,61.19,0.0,99.4,4.48,256.94,5.23,258.94
2009,6,9,6.99,7.53,0.62,428.77,135.35,143.59,2.31,25.15,28.09,33.3,8.55,20.45,74.12,0.0,99.56,2.44,234.75,2.76,235.62
2009,6,10,6.91,7.45,0.62,426.62,133.33,141.84,2.36,25.19,28.09,33.13,7.93,20.45,74.0,0.0,99.64,2.03,237.25,2.1,238.31
2009,6,11,6.82,7.11,0.61,426.72,130.04,133.98,2.18,24.19,27.66,32.98,9.14,19.78,72.12,0.0,99.6,4.73,245.62,5.48,247.31
2009,6,12,7.03,7.4,0.63,427.1,135.59,140.77,2.29,25.13,27.75,32.08,7.12,20.45,76.38,0.0,99.6,3.46,249.06,2.6,250.38
2009,6,13,6.39,7.04,0.57,435.75,123.84,134.0,2.02,25.14,28.01,32.44,8.09,20.39,74.31,0.0,99.65,2.33,244.75,2.38,245.94
2009,6,14,7.04,7.27,0.63,425.02,135.26,138.23,2.28,24.64,27.67,32.43,7.79,19.9,73.44,0.0,99.65,3.43,240.25,3.35,241.56
2009,6,15,6.62,7.22,0.59,433.16,129.09,138.41,2.18,24.33,27.55,32.67,8.66,19.71,72.81,0.0,99.45,3.51,233.44,3.76,234.69
2009,6,16,6.58,7.07,0.59,428.73,127.2,134.85,2.07,23.26,27.58,33.92,11.23,18.68,67.06,0.01,99.5,4.2,213.19,5.25,213.88
2009,6,17,7.07,7.25,0.63,425.2,135.97,137.98,2.18,24.27,27.76,33.4,8.39,19.53,70.25,0.0,99.54,2.98,216.12,2.77,216.56
2009,6,18,7.28,7.46,0.65,422.79,139.45,141.52,2.34,23.63,27.4,33.42,9.27,18.8,68.62,0.0,99.58,3.71,215.56,3.91,215.88
2009,6,19,7.32,7.54,0.66,424.11,141.21,143.89,2.41,24.66,27.69,32.62,8.52,19.9,73.38,0.0,99.55,4.57,245.19,4.36,246.19
2009,6,20,7.23,7.39,0.65,420.42,138.43,140.34,2.4,25.16,27.83,32.4,6.7,20.32,75.19,0.01,99.56,3.45,232.81,2.84,233.44
2009,6,21,7.23,7.45,0.65,421.86,140.18,143.03,2.41,24.73,27.81,32.55,6.64,19.9,72.06,0.01,99.59,4.27,238.56,3.62,239.31
2009,6,22,7.03,7.47,0.63,430.0,137.55,144.08,2.44,25.05,27.55,31.87,4.97,20.14,75.69,0.02,99.51,2.76,239.69,2.16,240.38
2009,6,23,4.99,7.09,0.45,439.58,99.5,136.66,1.75,25.3,27.82,32.11,4.95,20.45,75.31,0.02,99.43,2.41,229.19,2.2,229.69
2009,6,24,5.64,7.23,0.51,440.3,113.41,140.52,2.09,24.83,27.8,33.37,6.03,19.9,71.69,0.03,99.47,3.29,223.38,3.45,222.69
2009,6,25,2.9,7.44,0.26,447.73,62.21,145.51,1.23,24.43,27.95,33.65,6.44,19.47,67.94,0.68,99.45,5.45,233.06,6.41,230.69
2009,6,26,4.68,7.51,0.42,446.77,97.52,148.09,1.98,24.19,27.73,33.14,5.18,19.23,67.56,0.83,99.35,4.02,249.88,5.18,251.62
2009,6,27,6.87,7.36,0.62,439.92,136.34,144.26,2.52,25.09,28.46,33.98,6.96,20.26,69.12,0.06,99.23,3.2,245.31,3.48,246.0
2009,6,28,6.65,7.19,0.59,438.07,131.86,140.51,2.51,25.83,28.56,33.8,5.64,21.18,73.62,0.02,99.18,3.12,234.94,2.67,234.81
2009,6,29,6.42,7.36,0.58,440.66,128.54,144.16,2.43,25.47,28.48,34.21,5.59,20.69,71.19,0.01,99.16,1.7,223.88,1.9,223.38
2009,6,30,6.55,7.23,0.59,444.15,130.72,141.62,2.34,25.09,28.19,33.71,5.13,20.2,70.25,0.0,99.17,2.73,222.69,2.86,222.31
2009,7,1,6.3,7.34,0.56,447.82,125.51,143.04,2.34,24.45,27.92,34.03,5.82,19.47,67.44,0.0,99.22,3.44,223.12,3.59,222.38
2009,7,2,6.33,6.95,0.57,445.77,124.36,134.21,2.14,24.53,27.6,33.28,5.78,19.59,70.56,0.0,99.08,3.23,244.12,3.37,244.25
2009,7,3,6.15,6.56,0.55,439.4,117.86,123.88,1.88,23.71,27.01,33.12,6.41,18.68,68.94,0.0,99.01,2.34,240.06,2.46,240.31
2009,7,4,6.18,6.4,0.55,438.21,118.13,120.95,1.8,23.56,26.9,33.17,6.48,18.49,68.81,0.0,99.19,2.95,247.12,3.5,247.44
2009,7,5,6.68,6.81,0.6,430.78,128.16,129.55,2.11,23.34,27.38,34.26,8.16,18.31,64.31,0.0,99.31,2.66,257.88,2.55,258.56
2009,7,6,6.62,6.77,0.59,432.78,128.18,129.93,2.03,23.8,27.49,33.4,7.08,18.86,67.12,0.0,99.3,1.58,264.0,1.12,264.75
2009,7,7,6.31,6.72,0.57,433.89,122.48,129.31,2.05,25.16,27.71,32.2,5.8,20.39,75.44,0.0,99.25,3.03,255.94,2.66,256.62
2009,7,8,6.44,6.84,0.58,441.57,126.31,132.59,2.2,25.19,27.7,32.15,5.38,20.39,75.62,0.0,99.12,2.07,254.12,2.22,254.69
2009,7,9,6.0,6.74,0.54,448.62,118.19,130.57,1.98,25.3,27.79,32.27,5.03,20.51,75.44,0.08,99.1,2.73,244.31,3.47,244.62
2009,7,10,4.49,6.59,0.41,449.66,91.34,127.96,1.53,25.64,27.83,31.7,4.77,20.94,78.06,0.33,99.21,3.06,231.0,3.68,230.75
2009,7,11,2.36,6.83,0.21,452.43,51.98,134.75,0.91,25.44,27.57,30.99,4.43,20.63,78.69,0.42,99.37,3.61,247.62,4.03,248.38
2009,7,12,5.57,6.52,0.5,448.8,111.48,127.62,2.02,25.9,27.7,30.59,3.69,21.24,81.44,0.07,99.24,1.68,245.81,1.7,246.5
2009,7,13,5.18,6.49,0.47,448.15,104.39,126.8,1.78,25.42,27.63,31.72,4.11,20.63,77.81,0.02,99.07,1.43,238.81,1.55,239.25
2009,7,14,5.15,6.29,0.47,449.55,101.67,120.88,1.67,24.65,27.56,32.58,5.6,19.71,71.94,0.01,99.02,1.85,237.88,2.07,238.12
2009,7,15,5.77,6.16,0.52,445.71,113.08,119.24,1.84,24.81,27.75,33.23,7.14,19.9,71.88,0.84,99.12,3.94,237.25,4.62,236.94
2009,7,16,5.32,6.32,0.48,446.9,105.84,122.96,1.78,25.39,27.95,32.5,6.57,20.63,75.12,0.57,99.14,3.07,259.62,4.02,260.56
2009,7,17,4.97,6.45,0.45,446.94,100.3,125.86,1.79,25.98,28.05,31.25,5.48,21.36,79.19,10.11,98.95,3.05,260.88,3.15,262.12
2009,7,18,0.82,6.69,0.07,445.54,18.84,130.21,0.35,26.18,27.49,28.96,2.82,21.61,85.75,44.81,99.1,3.59,248.75,3.46,249.5
2009,7,19,3.46,6.91,0.31,449.56,72.29,135.41,1.43,25.16,26.46,28.33,2.04,20.26,85.88,74.16,99.36,2.52,258.19,2.52,259.06
2009,7,20,6.64,7.13,0.6,444.68,133.77,141.52,2.57,25.74,27.41,29.87,4.63,21.0,82.5,0.42,99.24,3.16,242.81,2.92,243.12
2009,7,21,5.45,6.94,0.49,448.12,110.11,136.52,2.12,26.12,27.57,29.73,4.09,21.48,84.75,0.09,99.31,2.23,239.31,2.04,239.75
2009,7,22,5.91,7.02,0.54,444.9,119.25,138.03,2.31,26.16,27.71,30.18,4.45,21.55,83.88,0.33,99.27,1.73,242.88,1.45,243.25
2009,7,23,5.71,6.63,0.52,440.71,113.95,129.21,2.03,26.26,27.73,29.92,5.24,21.67,84.88,7.3,99.21,3.31,260.56,4.2,261.31
2009,7,24,2.75,6.69,0.25,443.62,59.55,130.55,1.2,25.94,27.19,28.84,3.02,21.24,86.62,4.34,99.41,2.1,261.56,2.23,262.06
2009,7,25,4.35,6.74,0.4,440.74,90.52,133.42,1.66,25.63,27.24,29.66,4.34,20.81,83.25,1.74,99.47,3.17,259.94,3.03,260.5
2009,7,26,5.11,6.36,0.47,444.52,103.43,125.46,1.84,25.36,27.06,29.52,3.84,20.51,82.31,0.12,99.33,2.62,248.38,2.4,248.88
2009,7,27,4.54,6.6,0.41,447.95,92.88,128.82,1.68,25.14,26.86,29.51,4.08,20.26,82.0,0.03,99.07,2.2,245.69,1.98,246.25
2009,7,28,4.96,6.62,0.45,447.43,101.66,130.27,1.83,25.32,26.91,29.44,3.99,20.51,83.31,0.01,98.97,2.35,239.69,2.22,240.12
2009,7,29,5.51,6.74,0.51,444.29,111.38,132.24,2.04,25.08,26.82,29.57,4.07,20.2,81.81,0.02,99.2,1.71,230.81,1.45,230.94
2009,7,30,5.21,6.5,0.48,443.99,103.87,126.04,1.71,24.76,26.55,29.37,4.06,19.71,81.25,0.01,99.49,1.83,231.75,1.41,231.94
2009,7,31,5.53,6.61,0.51,439.0,111.15,129.89,1.91,24.96,26.65,29.33,4.12,19.96,82.31,0.0,99.49,2.01,234.38,1.76,234.69
2009,8,1,3.59,6.48,0.33,449.31,75.01,127.1,1.33,25.26,26.87,29.4,4.44,20.39,83.19,0.0,99.42,1.91,241.06,1.76,241.5
2009,8,2,5.14,6.35,0.48,440.67,102.16,122.2,1.71,24.64,26.51,29.3,4.27,19.59,80.81,0.0,99.48,2.41,242.88,2.11,243.44
2009,8,3,5.18,6.52,0.48,442.88,103.57,125.83,1.83,24.9,26.63,29.31,4.37,19.96,81.88,0.0,99.37,2.51,239.62,2.62,240.25
2009,8,4,4.5,5.93,0.41,445.94,89.45,113.48,1.41,25.28,26.74,29.37,4.71,20.45,84.62,0.0,99.2,1.15,229.31,1.39,229.88
2009,8,5,3.77,5.87,0.35,447.3,77.57,113.09,1.21,25.01,26.55,29.33,4.36,20.14,83.88,0.0,99.16,2.32,232.94,2.37,233.62
2009,8,6,3.44,6.3,0.32,444.88,72.17,121.99,1.27,25.09,26.6,29.33,4.48,20.2,84.06,0.0,99.14,2.7,231.69,2.61,232.19
2009,8,7,3.96,6.06,0.37,446.9,81.47,117.35,1.31,25.15,26.67,29.45,4.9,20.26,84.12,0.0,99.2,4.45,228.5,4.96,229.0
2009,8,8,5.21,6.62,0.48,446.18,105.08,128.78,1.92,25.47,27.1,30.15,5.94,20.69,83.31,0.0,99.21,2.66,217.75,3.03,217.88
2009,8,9,4.62,6.55,0.43,444.08,93.48,126.98,1.65,24.96,26.73,29.94,5.05,20.02,81.81,0.0,99.25,1.93,221.56,1.89,221.69
2009,8,10,5.52,6.47,0.52,436.61,109.9,125.44,1.86,24.62,26.66,30.26,5.77,19.59,79.19,0.0,99.32,2.61,210.62,2.19,210.38
2009,8,11,6.5,6.78,0.61,432.03,127.83,132.03,2.24,24.32,27.07,31.43,7.12,19.23,73.38,0.02,99.56,3.03,196.62,3.5,196.06
2009,8,12,6.5,6.85,0.61,432.74,128.88,134.37,2.45,24.59,27.08,31.06,5.56,19.53,75.12,0.01,99.64,3.29,225.69,3.7,225.44
2009,8,13,6.46,6.79,0.61,430.86,128.68,133.81,2.42,24.24,26.88,31.41,5.05,19.1,73.94,0.0,99.61,3.23,224.81,3.15,224.81
2009,8,14,6.08,6.92,0.57,432.02,121.73,136.29,2.38,24.55,26.78,30.66,4.5,19.47,77.31,0.04,99.62,2.45,234.0,1.63,234.31
2009,8,15,4.63,6.86,0.44,446.77,95.25,135.67,1.87,24.84,27.13,30.72,4.52,19.84,76.81,0.44,99.58,2.16,241.94,1.28,242.31
2009,8,16,5.83,6.74,0.55,438.52,115.99,131.93,2.09,24.69,26.98,30.47,4.41,19.65,76.75,0.38,99.59,2.47,232.25,1.99,232.44
2009,8,17,5.28,6.91,0.5,439.77,107.42,136.19,2.11,24.4,26.76,30.53,4.76,19.29,76.25,0.01,99.78,2.56,228.25,1.73,228.25
2009,8,18,5.64,6.74,0.54,443.63,113.52,133.02,2.2,24.69,26.79,30.14,4.3,19.59,78.44,0.01,99.81,2.02,238.31,1.66,238.62
2009,8,19,5.75,6.68,0.55,440.46,115.77,131.81,2.22,24.57,26.59,30.03,4.3,19.47,79.19,0.2,99.86,2.41,244.19,2.22,244.56
2009,8,20,5.08,6.75,0.48,441.09,102.01,132.35,1.88,24.44,26.5,29.86,4.51,19.29,78.88,0.52,99.92,2.83,249.12,2.1,249.62
2009,8,21,5.41,6.67,0.52,444.8,108.16,130.76,-999.0,23.69,26.07,29.58,4.01,18.49,75.88,0.04,99.77,2.98,247.69,2.46,248.06
2009,8,22,4.55,6.46,0.44,446.63,91.88,125.94,1.56,24.34,26.64,30.06,5.1,19.23,76.88,0.02,99.67,1.79,241.38,1.88,241.88
2009,8,23,5.71,6.45,0.55,440.91,112.52,125.24,1.86,24.61,26.73,30.22,5.1,19.53,78.5,0.03,99.65,2.17,237.88,1.59,238.25
2009,8,24,4.74,6.44,0.45,440.34,94.4,125.07,1.51,24.59,26.63,29.88,4.89,19.47,79.12,0.01,99.77,2.09,237.25,1.94,237.62
2009,8,25,6.06,6.63,0.59,430.41,118.85,128.68,2.01,24.08,26.3,29.88,4.33,18.86,77.25,0.01,99.81,1.91,236.44,1.0,236.75
2009,8,26,6.02,6.71,0.59,432.27,118.32,130.58,2.08,24.3,26.5,30.12,5.33,19.17,77.69,0.0,99.83,2.49,237.38,1.95,237.75
2009,8,27,6.36,6.63,0.62,432.65,125.05,129.7,2.2,24.19,26.79,31.01,6.36,19.04,74.38,0.0,99.78,2.24,239.62,2.88,240.0
2009,8,28,6.5,6.64,0.63,430.21,126.55,129.06,2.23,24.26,26.89,31.01,5.26,19.1,74.06,0.0,99.82,1.39,252.19,1.34,252.75
2009,8,29,5.86,6.25,0.57,432.41,114.84,121.67,1.89,25.0,27.2,30.52,5.37,20.02,78.06,0.13,99.7,1.73,265.38,2.27,266.5
2009,8,30,2.02,6.36,0.2,436.14,42.97,124.09,0.76,25.96,27.37,29.29,3.97,21.18,85.06,14.44,99.59,2.33,261.88,2.09,262.81
2009,8,31,1.67,6.05,0.16,443.23,36.31,117.38,0.67,25.33,26.73,28.64,3.8,20.39,85.12,12.83,99.82,2.12,282.69,1.7,283.44
2009,9,1,4.64,6.8,0.45,441.49,96.77,136.08,1.98,25.37,27.67,31.02,7.09,20.45,78.0,2.72,99.84,4.0,266.0,5.52,268.06
2009,9,2,6.46,6.64,0.64,427.02,128.16,130.92,2.43,25.34,27.3,30.49,5.22,20.45,80.25,0.11,99.69,2.96,258.94,3.81,260.06
2009,9,3,4.9,6.36,0.48,434.91,98.9,124.67,1.76,25.15,26.99,29.99,4.0,20.2,80.94,0.01,99.56,2.08,247.12,1.4,247.62
2009,9,4,4.53,6.08,0.45,438.12,88.74,115.75,1.41,24.32,26.97,31.03,7.23,19.29,75.06,0.0,99.51,5.03,253.81,6.78,256.94
2009,9,5,6.04,6.26,0.6,424.13,117.19,120.84,1.91,24.37,26.58,30.41,6.4,19.29,78.25,0.0,99.57,3.34,254.88,3.8,256.0
2009,9,6,6.4,6.6,0.64,414.74,123.34,126.63,2.06,23.25,25.76,29.87,6.0,18.07,75.62,0.0,99.5,1.23,236.31,1.66,236.38
2009,9,7,6.62,6.7,0.66,406.74,126.9,128.39,2.16,22.58,25.3,29.79,6.47,17.33,73.81,0.0,99.72,1.77,252.25,2.33,253.06
2009,9,8,6.56,6.67,0.66,411.34,125.76,127.75,2.12,22.61,25.01,29.15,6.4,17.27,76.25,0.0,99.9,1.75,256.44,1.42,256.88
2009,9,9,6.22,6.65,0.62,414.91,118.81,126.44,2.06,23.15,25.33,28.84,6.49,17.88,78.31,0.0,99.83,3.23,254.25,2.46,254.94
2009,9,10,5.81,6.47,0.59,415.2,110.71,122.41,1.86,23.48,25.65,29.19,6.95,18.25,78.31,0.0,99.73,2.48,229.31,1.95,229.81
2009,9,11,6.29,6.55,0.64,410.17,120.11,124.52,2.04,22.63,25.06,28.96,5.04,17.27,75.5,0.0,99.95,2.98,229.62,1.92,230.25
2009,9,12,6.61,6.69,0.67,405.65,126.73,128.28,2.22,22.15,24.95,29.11,5.73,16.72,72.38,0.0,100.36,2.52,238.75,1.38,239.38
2009,9,13,6.66,6.84,0.68,407.95,128.17,131.34,2.31,22.56,25.13,28.9,5.87,17.09,74.38,0.0,100.43,2.64,249.69,1.91,250.19
2009,9,14,6.12,6.64,0.63,417.09,119.21,128.1,2.05,22.8,25.18,28.72,4.63,17.4,75.94,0.0,100.29,2.48,251.88,1.55,252.31
2009,9,15,4.66,6.48,0.48,431.16,93.8,125.85,1.68,23.07,25.4,28.9,4.45,17.76,76.19,0.0,99.95,2.7,238.38,2.39,238.75
2009,9,16,4.42,6.34,0.46,431.73,88.09,122.59,1.54,23.23,25.63,29.12,4.96,17.88,75.62,0.01,100.0,4.9,226.31,4.9,226.5
2009,9,17,6.31,6.38,0.66,413.23,121.61,123.01,2.08,22.4,25.32,29.4,5.58,16.97,71.38,0.0,100.29,3.77,222.0,3.64,222.38
2009,9,18,6.58,6.63,0.69,402.56,125.91,127.18,2.16,22.48,24.98,28.73,6.09,17.03,75.0,0.0,100.43,3.28,252.69,2.71,253.25
2009,9,19,6.17,6.52,0.65,412.45,119.13,125.09,2.03,23.02,25.33,28.75,5.8,17.64,76.69,0.0,100.33,2.9,255.0,2.02,255.75
2009,9,20,6.27,6.39,0.66,411.36,120.66,122.96,2.08,22.85,25.19,28.54,5.53,17.46,76.56,0.0,100.2,4.12,254.31,3.65,254.94
2009,9,21,6.51,6.62,0.69,403.87,124.59,126.74,2.23,22.94,25.3,28.62,6.2,17.58,76.75,0.0,100.17,3.1,249.44,2.39,250.0
2009,9,22,6.32,6.57,0.67,404.54,121.14,125.73,2.2,23.44,25.52,28.75,6.54,18.13,79.31,0.0,100.13,3.16,236.69,2.53,237.38
2009,9,23,6.03,6.54,0.64,406.2,116.49,125.54,2.09,23.26,25.41,28.88,6.2,17.94,78.56,0.0,100.12,2.72,235.5,1.73,236.06
2009,9,24,6.24,6.55,0.67,403.18,119.98,125.48,2.12,22.8,25.06,28.68,5.79,17.4,77.25,0.0,100.22,2.67,246.5,1.55,247.12
2009,9,25,6.39,6.51,0.69,403.18,122.34,124.61,2.09,22.17,24.77,28.71,5.11,16.78,73.94,0.0,100.21,3.27,249.25,2.12,249.75
2009,9,26,6.13,6.37,0.66,408.62,118.88,123.23,2.03,22.3,24.98,28.88,4.41,16.91,73.12,0.0,100.17,3.38,250.25,2.53,250.81
2009,9,27,5.63,6.31,0.61,418.14,110.42,122.46,1.92,22.53,25.25,29.4,5.59,17.15,72.88,0.0,100.12,1.98,249.5,1.51,250.06
2009,9,28,6.08,6.29,0.66,415.94,118.12,121.96,2.06,22.45,25.49,30.04,6.46,17.09,70.69,0.0,100.15,2.47,253.94,3.38,254.81
2009,9,29,6.23,6.26,0.68,408.16,120.52,121.26,2.04,22.78,25.47,29.74,6.43,17.46,73.88,0.0,100.16,1.7,263.88,1.66,264.56
2009,9,30,6.19,6.23,0.68,408.63,119.8,120.91,2.05,23.24,25.8,29.84,6.6,17.94,75.06,0.0,100.08,1.86,268.38,1.34,269.12
2009,10,1,6.21,6.24,0.69,403.96,119.05,119.88,2.02,23.11,25.71,29.76,7.47,17.82,75.31,0.0,100.04,2.55,271.25,2.7,272.12
2009,10,2,6.17,6.2,0.69,401.99,117.85,118.72,2.0,22.5,25.63,30.15,10.09,17.46,73.44,0.0,99.97,2.96,276.88,4.51,278.31
2009,10,3,6.14,6.16,0.69,396.66,114.91,115.61,-999.0,20.57,25.25,30.79,11.98,16.05,65.06,0.0,99.78,4.71,300.5,5.87,302.56
2009,10,4,5.9,5.96,0.66,413.41,112.02,113.63,1.83,21.9,25.76,30.73,11.39,17.09,69.81,0.0,99.72,3.94,219.31,5.04,219.81
2009,10,5,5.57,5.64,0.62,416.73,105.49,107.23,1.64,20.29,25.05,30.69,11.11,15.5,62.12,0.0,99.89,4.28,182.56,5.69,182.69
2009,10,6,5.81,5.83,0.66,396.94,107.85,108.64,1.66,18.4,23.39,29.66,10.73,14.34,64.19,0.0,99.88,2.81,263.19,3.98,264.81
2009,10,7,6.13,6.22,0.7,382.55,113.34,115.3,1.8,18.64,23.23,28.98,10.23,14.4,66.19,0.0,99.82,3.69,260.69,4.95,261.25
2009,10,8,6.2,6.28,0.71,376.05,113.53,115.39,1.77,17.65,22.76,29.06,12.17,13.79,64.0,0.0,99.74,3.34,264.44,4.5,265.12
2009,10,9,6.02,6.06,0.7,392.2,112.14,113.34,1.77,20.69,24.65,29.92,11.27,15.99,69.5,0.0,99.88,5.47,183.62,6.75,178.5
