-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2020 through 12/01/2020 ,,,,,,,,
Location: Latitude  24.87   Longitude 67.03 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PS                    MERRA-2 Surface Pressure (kPa) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M
2020,9,24,4,0,26.51,92.69,99.73,3.17
2020,9,24,5,20.65,26.45,92.06,99.77,3.05
2020,9,24,6,176.12,27.7,86.12,99.83,3.27
2020,9,24,7,401.07,28.62,80,99.89,3.39
2020,9,24,8,610.13,29.46,76.56,99.92,3.32
2020,9,24,9,767.62,30.37,72.56,99.93,3.5
2020,9,24,10,864.48,31.18,69.38,99.92,3.9
2020,9,24,11,900.97,31.65,68.38,99.87,4.14
2020,9,24,12,855.39,31.83,68.06,99.8,4.27
2020,9,24,13,742.06,31.73,68.88,99.75,4.33
2020,9,24,14,571.31,31.34,70.62,99.72,4.35
2020,9,24,15,352.63,30.73,73.44,99.73,4.41
2020,9,24,16,125.91,29.81,78.25,99.76,4.37
2020,9,24,17,7.15,28.44,86.75,99.81,3.68
2020,9,24,18,0,27.77,90.56,99.86,3.69
2020,9,24,19,0,27.52,91.88,99.92,3.86
2020,9,24,20,0,27.36,92.5,99.96,4
2020,9,24,21,0,27.23,92.62,99.97,4.05
2020,9,24,22,0,27.12,92.5,99.95,4.06
2020,9,24,23,0,27.14,91.56,99.93,4.02
2020,9,25,0,0,27.08,91.19,99.89,4
2020,9,25,1,0,27.03,90.94,99.85,3.97
2020,9,25,2,0,26.98,90.69,99.83,3.95
2020,9,25,3,0,26.88,90.56,99.84,3.89
2020,9,25,4,0,26.76,90.31,99.86,3.79
2020,9,25,5,20.05,26.69,89.69,99.89,3.68
2020,9,25,6,170.09,27.76,84.88,99.94,4.17
2020,9,25,7,386,28.57,79.56,99.98,4.76
2020,9,25,8,586.05,29.27,76.31,99.99,5.01
2020,9,25,9,756.7,29.92,73.94,99.98,5.4
2020,9,25,10,765.61,30.51,71.44,99.94,5.82
2020,9,25,11,881.83,30.87,69.44,99.9,6.11
2020,9,25,12,838.99,30.95,68.75,99.84,6.34
2020,9,25,13,719.94,30.73,69.38,99.77,6.4
2020,9,25,14,557.55,30.32,70.31,99.73,6.32
2020,9,25,15,343.4,29.71,72.31,99.73,6.22
2020,9,25,16,124.25,28.79,77.12,99.74,6.03
2020,9,25,17,7.09,27.48,85.25,99.76,5.22
2020,9,25,18,0,26.9,89.31,99.78,5.15
2020,9,25,19,0,26.75,90.62,99.82,5.16
2020,9,25,20,0,26.76,90,99.85,5.23
2020,9,25,21,0,26.7,89.69,99.85,5.24
2020,9,25,22,0,26.48,90.06,99.82,5.25
2020,9,25,23,0,26.19,91.06,99.77,5.38
2020,9,26,0,0,26.1,91.69,99.73,5.67
2020,9,26,1,0,26.21,91.25,99.69,6.16
2020,9,26,2,0,26.26,90.75,99.66,6.5
2020,9,26,3,0,26.21,90,99.66,6.43
2020,9,26,4,0,25.93,88.94,99.7,5.89
2020,9,26,5,18.61,25.55,86.69,99.75,5.28
2020,9,26,6,158.13,26.32,79.19,99.81,5.42
2020,9,26,7,374.28,27.37,68.69,99.87,5.75
2020,9,26,8,590.35,28.5,59.25,99.9,5.91
2020,9,26,9,753.57,29.54,52.5,99.89,6.19
2020,9,26,10,820.27,30.25,49.56,99.85,6.52
2020,9,26,11,890.19,30.71,48.81,99.79,6.89
2020,9,26,12,835.79,30.85,49.38,99.71,7.23
2020,9,26,13,723.41,30.69,51,99.64,7.48
2020,9,26,14,552.7,30.24,54.12,99.6,7.5
2020,9,26,15,339.21,29.44,59.94,99.61,7.29
2020,9,26,16,121.65,28.3,69.31,99.64,6.55
2020,9,26,17,7.19,26.68,81.19,99.67,5.53
2020,9,26,18,0,26.15,86.06,99.73,5.45
2020,9,26,19,0,26.05,87.69,99.78,5.45
2020,9,26,20,0,26.01,88,99.83,5.52
2020,9,26,21,0,25.98,88,99.84,5.59
2020,9,26,22,0,26.03,88,99.82,5.71
2020,9,26,23,0,26.04,88.31,99.81,5.89
2020,9,27,0,0,26.07,88.44,99.8,6.22
2020,9,27,1,0,26.06,88.56,99.78,6.51
2020,9,27,2,0,25.99,88.56,99.76,6.7
2020,9,27,3,0,25.9,88.5,99.77,6.84
2020,9,27,4,0,25.71,88.81,99.82,6.75
2020,9,27,5,18.07,25.51,88.94,99.88,6.48
2020,9,27,6,161.68,26.51,84.31,99.94,6.68
2020,9,27,7,373.16,27.61,77.19,100.03,6.96
2020,9,27,8,571.74,28.48,71.75,100.08,6.68
2020,9,27,9,720.87,29.28,67.94,100.09,6.32
2020,9,27,10,834.62,29.9,65,100.07,6.04
2020,9,27,11,867.2,30.35,62.62,100.02,5.8
2020,9,27,12,812.77,30.55,61.38,99.96,5.63
2020,9,27,13,711.69,30.46,61.62,99.91,5.52
2020,9,27,14,541.8,30.07,63.56,99.89,5.4
2020,9,27,15,369.74,29.42,66.81,99.89,5.16
2020,9,27,16,145.62,28.44,72.38,99.91,4.76
2020,9,27,17,0,26.91,81.88,99.95,3.86
2020,9,27,18,0,26.25,85.31,100.01,3.77
2020,9,27,19,0,25.95,86.44,100.08,3.82
2020,9,27,20,0,25.75,87.19,100.14,3.96
2020,9,27,21,0,25.58,87.81,100.17,4.09
2020,9,27,22,0,25.51,87.81,100.15,4.17
2020,9,27,23,0,25.41,88.06,100.13,4.18
2020,9,28,0,0,25.37,88.25,100.1,4.16
2020,9,28,1,0,25.36,88.38,100.08,4.14
2020,9,28,2,0,25.31,88.56,100.06,4.09
2020,9,28,3,0,25.28,88.44,100.07,4
2020,9,28,4,0,25.26,88.44,100.11,3.88
2020,9,28,5,18.9,25.29,88.38,100.17,3.71
2020,9,28,6,177.71,26.5,84.44,100.24,3.84
2020,9,28,7,392.35,27.69,77.81,100.31,4.5
2020,9,28,8,596.96,28.58,73.38,100.34,4.54
2020,9,28,9,749.4,29.37,70.31,100.34,4.7
2020,9,28,10,825.79,30.09,68.06,100.3,5.07
2020,9,28,11,892.73,30.53,66.5,100.23,5.45
2020,9,28,12,827.27,30.69,65.44,100.17,5.78
2020,9,28,13,726.55,30.54,65.69,100.11,5.94
2020,9,28,14,553.45,30.12,66.69,100.05,5.79
2020,9,28,15,338.44,29.53,68.31,100.04,5.45
2020,9,28,16,122.71,28.72,71.44,100.05,4.86
2020,9,28,17,0,27.34,79.44,100.08,3.76
2020,9,28,18,0,26.78,82.31,100.14,3.56
2020,9,28,19,0,26.54,83.12,100.2,3.49
2020,9,28,20,0,26.31,83.69,100.23,3.46
2020,9,28,21,0,26.15,83.81,100.23,3.43
2020,9,28,22,0,26.04,83.88,100.21,3.42
2020,9,28,23,0,25.92,84.31,100.19,3.44
2020,9,29,0,0,25.8,84.94,100.14,3.51
2020,9,29,1,0,25.72,85.62,100.11,3.64
2020,9,29,2,0,25.71,86.25,100.11,3.81
2020,9,29,3,0,25.72,86.94,100.13,3.96
2020,9,29,4,0,25.71,87.75,100.17,4.07
2020,9,29,5,18.23,25.83,87.38,100.23,4.14
2020,9,29,6,166.1,26.85,83.31,100.29,4.78
2020,9,29,7,387.62,27.82,77.75,100.34,5.54
2020,9,29,8,596.67,28.65,73.69,100.36,5.75
2020,9,29,9,751.63,29.36,70.69,100.32,5.92
2020,9,29,10,850.61,29.91,68.88,100.26,6.06
2020,9,29,11,872.87,30.26,67.62,100.18,6.11
2020,9,29,12,810.23,30.39,67.12,100.11,6.08
2020,9,29,13,706.71,30.26,67.38,100.05,5.98
2020,9,29,14,533.62,29.93,68.25,100.02,5.8
2020,9,29,15,317.57,29.38,69.94,100.02,5.5
2020,9,29,16,114.8,28.56,73.38,100.04,5.09
2020,9,29,17,0,27.4,80.12,100.06,4.21
2020,9,29,18,0,26.92,82.81,100.08,4.05
2020,9,29,19,0,26.65,83.81,100.11,3.91
2020,9,29,20,0,26.37,85,100.12,3.82
2020,9,29,21,0,26.14,86.12,100.11,3.82
2020,9,29,22,0,26.02,86.88,100.09,3.87
2020,9,29,23,0,25.94,87.62,100.07,3.9
2020,9,30,0,0,25.89,88.12,100.04,3.96
2020,9,30,1,0,25.87,88.62,100.01,4
2020,9,30,2,0,25.89,89.06,99.99,4.02
2020,9,30,3,0,25.99,88.81,99.98,3.97
2020,9,30,4,0,26.05,88.38,100,3.93
2020,9,30,5,18.04,26.1,88.38,100.06,3.87
2020,9,30,6,168.27,27.08,85.25,100.12,4.12
2020,9,30,7,374.48,28.1,78.88,100.18,4.58
2020,9,30,8,568.3,28.87,74.44,100.23,4.34
2020,9,30,9,745.26,29.56,71.19,100.21,4.21
2020,9,30,10,816.69,30.27,68.25,100.17,4.22
2020,9,30,11,858.99,30.76,66.19,100.1,4.27
2020,9,30,12,819.91,31.03,64.62,100.02,4.33
2020,9,30,13,689.31,31.01,64.12,99.96,4.49
2020,9,30,14,556.21,30.62,65.06,99.94,4.61
2020,9,30,15,345.97,29.99,67.19,99.95,4.57
2020,9,30,16,119.87,29.05,71.19,99.99,4.37
2020,9,30,17,0,27.67,79,100.03,3.73
2020,9,30,18,0,27.08,81.75,100.08,3.62
2020,9,30,19,0,26.8,82.5,100.15,3.43
2020,9,30,20,0,26.58,82.81,100.18,3.18
2020,9,30,21,0,26.42,82.62,100.19,2.94
2020,9,30,22,0,26.28,82.12,100.17,2.73
2020,9,30,23,0,26.14,81.69,100.15,2.55
2020,10,1,0,0,26.01,81.44,100.12,2.43
2020,10,1,1,0,25.83,81.69,100.07,2.47
2020,10,1,2,0,25.64,82.25,100.04,2.54
2020,10,1,3,0,25.5,82.75,100.04,2.51
2020,10,1,4,0,25.44,83,100.07,2.37
2020,10,1,5,17.27,25.43,83.19,100.13,2.23
2020,10,1,6,161.59,26.58,81.06,100.19,2.15
2020,10,1,7,382.81,27.81,74.06,100.27,2.62
2020,10,1,8,584.79,28.7,70.75,100.31,2.7
2020,10,1,9,724.26,29.53,68.19,100.28,2.75
2020,10,1,10,807.28,30.23,66.12,100.23,2.83
2020,10,1,11,836.52,30.73,64.69,100.15,2.96
2020,10,1,12,800.28,30.99,64.31,100.07,3.16
2020,10,1,13,683.02,30.95,64.94,100,3.46
2020,10,1,14,517.76,30.67,66.25,99.97,3.79
2020,10,1,15,305.77,30.11,69.06,99.97,4.01
2020,10,1,16,98.59,29.13,74.56,99.99,4.01
2020,10,1,17,0,27.69,83.94,100.02,3.36
2020,10,1,18,0,27.04,88.06,100.07,3.16
2020,10,1,19,0,26.73,89.75,100.13,2.9
2020,10,1,20,0,26.48,90.88,100.18,2.71
2020,10,1,21,0,26.26,91.94,100.2,2.62
2020,10,1,22,0,26.04,92.81,100.2,2.5
2020,10,1,23,0,25.8,93.56,100.17,2.33
2020,10,2,0,0,25.55,94,100.15,2.2
2020,10,2,1,0,25.26,94.38,100.12,2.26
2020,10,2,2,0,24.96,94.69,100.09,2.51
2020,10,2,3,0,24.73,94.5,100.09,2.8
2020,10,2,4,0,24.53,94.19,100.12,3.03
2020,10,2,5,16.35,24.34,93.75,100.15,3.18
2020,10,2,6,156.54,25.69,86.44,100.19,3.39
2020,10,2,7,368.24,27.03,76.12,100.24,3.77
2020,10,2,8,584.83,28.18,67.31,100.27,3.6
2020,10,2,9,743.57,29.44,58.31,100.25,3.32
2020,10,2,10,835.05,30.7,50.69,100.2,3.17
2020,10,2,11,864.12,31.76,45.94,100.14,3.07
2020,10,2,12,815.57,32.25,45.12,100.07,2.86
2020,10,2,13,705.49,32.33,45.62,100.01,2.88
2020,10,2,14,529.76,32.04,47.69,99.96,3.17
2020,10,2,15,321.23,31.28,52.12,99.95,3.58
2020,10,2,16,101.92,29.65,63.81,99.97,3.96
2020,10,2,17,0,27.4,82.75,100,3.97
2020,10,2,18,0,26.72,90.31,100.04,3.91
2020,10,2,19,0,26.39,93.75,100.09,3.4
2020,10,2,20,0,26.08,96.06,100.1,2.95
2020,10,2,21,0,25.87,97.19,100.1,2.7
2020,10,2,22,0,25.7,98,100.07,2.55
2020,10,2,23,0,25.58,98.62,100.03,2.4
2020,10,3,0,0,25.55,98.88,100,2.17
2020,10,3,1,0,25.51,99.12,99.96,1.95
2020,10,3,2,0,25.5,98.69,99.93,1.75
2020,10,3,3,0,25.48,98.12,99.93,1.5
2020,10,3,4,0,25.51,96.88,99.96,1.22
2020,10,3,5,15.98,25.49,96.06,100,1.03
2020,10,3,6,158.44,26.41,91.25,100.06,0.89
2020,10,3,7,377.16,27.65,82.69,100.11,0.65
2020,10,3,8,587.51,28.87,73.94,100.13,0.27
2020,10,3,9,740.49,30.09,66.25,100.11,0.49
2020,10,3,10,833.21,31.23,59.94,100.06,0.99
2020,10,3,11,884.24,31.9,57.31,100,1.59
2020,10,3,12,830.85,32.26,56.06,99.92,2.29
2020,10,3,13,717.98,32.19,56.25,99.87,3.07
2020,10,3,14,541.13,31.63,58.38,99.86,3.7
2020,10,3,15,323.82,30.76,61.5,99.88,4.03
2020,10,3,16,100.54,29.44,67.88,99.93,4.04
2020,10,3,17,0,27.71,77.81,99.97,3.45
2020,10,3,18,0,26.94,81,100.02,3.23
2020,10,3,19,0,26.6,81.12,100.08,2.74
2020,10,3,20,0,26.44,79.94,100.12,2.22
2020,10,3,21,0,26.44,77.81,100.13,1.76
2020,10,3,22,0,26.53,75.62,100.12,1.29
2020,10,3,23,0,26.56,74.31,100.12,0.85
2020,10,4,0,0,26.43,74.5,100.11,0.54
2020,10,4,1,0,26.22,75.69,100.09,0.5
2020,10,4,2,0,26.08,76.56,100.09,0.62
2020,10,4,3,0,25.92,77.94,100.1,0.76
2020,10,4,4,0,25.78,79.88,100.14,0.94
2020,10,4,5,16.73,25.64,82.06,100.19,1.14
2020,10,4,6,172,26.44,82.38,100.24,1.36
2020,10,4,7,399.84,27.79,76.5,100.29,2
2020,10,4,8,629.5,29.02,70.81,100.33,2.37
2020,10,4,9,762.5,30.07,66.44,100.32,2.5
2020,10,4,10,853.5,30.98,63.06,100.28,2.54
2020,10,4,11,872.27,31.52,61.44,100.21,2.62
2020,10,4,12,827.25,31.77,60.75,100.13,2.88
2020,10,4,13,712.09,31.7,61.19,100.07,3.23
2020,10,4,14,524.91,31.32,62.69,100.04,3.51
2020,10,4,15,309.38,30.65,65.31,100.04,3.72
2020,10,4,16,92.79,29.57,70.75,100.07,3.8
2020,10,4,17,0,27.92,80.94,100.1,3.43
2020,10,4,18,0,27.18,85.62,100.14,3.48
2020,10,4,19,0,26.8,88.06,100.19,3.45
2020,10,4,20,0,26.55,89.5,100.24,3.42
2020,10,4,21,0,26.33,90.5,100.25,3.29
2020,10,4,22,0,26.18,91.25,100.24,3.05
2020,10,4,23,0,26.09,91.5,100.23,2.83
2020,10,5,0,0,26.07,91.25,100.2,2.68
2020,10,5,1,0,26.03,91.12,100.18,2.57
2020,10,5,2,0,26,90.75,100.17,2.41
2020,10,5,3,0,26.06,89.56,100.18,2.19
2020,10,5,4,0,26.25,87,100.22,1.93
2020,10,5,5,16.41,26.38,85.31,100.27,1.66
2020,10,5,6,172.72,27.24,82.88,100.32,1.45
2020,10,5,7,400.06,28.27,76.25,100.38,1.64
2020,10,5,8,609.05,29.18,72.31,100.41,1.97
2020,10,5,9,765.09,30.04,69.12,100.39,2.52
2020,10,5,10,858.68,30.83,65.69,100.33,2.98
2020,10,5,11,884.35,31.36,63.19,100.25,3.27
2020,10,5,12,844.73,31.59,62.12,100.15,3.55
2020,10,5,13,721.88,31.5,62.31,100.09,3.74
2020,10,5,14,569.26,31.13,63.5,100.06,3.88
2020,10,5,15,341.08,30.48,66.12,100.06,4.02
2020,10,5,16,107.2,29.44,71.38,100.09,4.08
2020,10,5,17,0,27.9,81.06,100.14,3.6
2020,10,5,18,0,27.18,85.31,100.19,3.53
2020,10,5,19,0,26.77,87.38,100.24,3.31
2020,10,5,20,0,26.48,88.5,100.27,3.1
2020,10,5,21,0,26.23,89.06,100.27,2.94
2020,10,5,22,0,26.05,88.94,100.27,2.84
2020,10,5,23,0,25.93,88.88,100.26,2.75
2020,10,6,0,0,25.82,88.62,100.22,2.59
2020,10,6,1,0,25.75,88.06,100.2,2.45
2020,10,6,2,0,25.66,87.62,100.18,2.33
2020,10,6,3,0,25.6,86.88,100.18,2.25
2020,10,6,4,0,25.59,85.75,100.22,2.19
2020,10,6,5,16.27,25.56,84.88,100.26,2.1
2020,10,6,6,198.51,26.62,81.5,100.33,2.03
2020,10,6,7,429.42,27.76,74.31,100.4,2.16
2020,10,6,8,628.45,28.77,69.31,100.43,2.2
2020,10,6,9,769.5,29.81,63.81,100.42,2.39
2020,10,6,10,849.03,30.73,58.62,100.39,2.63
2020,10,6,11,878.14,31.24,56.25,100.32,2.94
2020,10,6,12,839.18,31.43,55.75,100.22,3.34
2020,10,6,13,716.27,31.33,56.19,100.15,3.71
2020,10,6,14,540.9,30.9,57.88,100.12,3.96
2020,10,6,15,319.13,30.21,61.25,100.12,4.09
2020,10,6,16,92.18,29.08,67.38,100.15,4.17
2020,10,6,17,0,27.46,77.94,100.2,3.76
2020,10,6,18,0,26.76,82.5,100.27,3.61
2020,10,6,19,0,26.37,84.81,100.32,3.31
2020,10,6,20,0,26.1,86.12,100.35,3.14
2020,10,6,21,0,25.88,86.94,100.36,3.05
2020,10,6,22,0,25.65,87.62,100.36,2.98
2020,10,6,23,0,25.48,88.25,100.34,2.93
2020,10,7,0,0,25.3,89.19,100.3,2.88
2020,10,7,1,0,25.1,90.38,100.26,2.76
2020,10,7,2,0,24.91,91.25,100.25,2.56
2020,10,7,3,0,24.73,92.06,100.26,2.42
2020,10,7,4,0,24.61,92.44,100.3,2.25
2020,10,7,5,15.76,24.57,92.31,100.36,2.07
2020,10,7,6,175.34,25.76,86.69,100.43,1.95
2020,10,7,7,403.87,27.09,79.06,100.5,2.15
2020,10,7,8,602.88,28.26,72.75,100.55,2.26
2020,10,7,9,767.98,29.46,65.75,100.55,2.38
2020,10,7,10,849.59,30.4,60.62,100.51,2.59
2020,10,7,11,879.48,31.01,57.94,100.43,2.95
2020,10,7,12,834.84,31.3,57.31,100.35,3.38
2020,10,7,13,716,31.25,57.94,100.29,3.77
2020,10,7,14,536.21,30.86,59.88,100.27,4.13
2020,10,7,15,314.48,30.15,63.44,100.27,4.37
2020,10,7,16,88.41,28.98,70,100.29,4.59
2020,10,7,17,0,27.52,79.38,100.32,4.25
2020,10,7,18,0,26.86,83.56,100.36,4.02
2020,10,7,19,0,26.47,86,100.41,3.68
2020,10,7,20,0,26.19,87.62,100.42,3.53
2020,10,7,21,0,25.95,88.81,100.42,3.46
2020,10,7,22,0,25.73,89.69,100.4,3.31
2020,10,7,23,0,25.56,90.25,100.38,3.06
2020,10,8,0,0,25.37,91,100.34,2.79
2020,10,8,1,0,25.22,91.56,100.31,2.67
2020,10,8,2,0,25.08,92,100.3,2.68
2020,10,8,3,0,24.98,92.31,100.31,2.7
2020,10,8,4,0,24.9,92.5,100.36,2.67
2020,10,8,5,15.26,24.87,92.5,100.42,2.62
2020,10,8,6,172.39,26.19,86.88,100.49,2.71
2020,10,8,7,396.76,27.48,79.56,100.55,3.1
2020,10,8,8,602.25,28.52,74.5,100.58,2.99
2020,10,8,9,754.59,29.51,70.06,100.55,2.91
2020,10,8,10,849.17,30.4,65.06,100.51,2.69
2020,10,8,11,821.7,31.05,61.44,100.42,2.55
2020,10,8,12,804.05,31.47,60,100.32,2.64
2020,10,8,13,717.87,31.6,59.31,100.23,2.98
2020,10,8,14,545.49,31.36,60.19,100.19,3.37
2020,10,8,15,324.01,30.77,62.81,100.19,3.8
2020,10,8,16,92.01,29.6,69.88,100.21,4.26
2020,10,8,17,0,27.93,81.31,100.24,4.19
2020,10,8,18,0,27.27,86.06,100.29,4.21
2020,10,8,19,0,26.88,88.44,100.33,3.73
2020,10,8,20,0,26.58,89.44,100.36,3.39
2020,10,8,21,0,26.32,90.12,100.37,3.26
2020,10,8,22,0,26.12,90.88,100.37,3.24
2020,10,8,23,0,25.94,91.69,100.37,3.22
2020,10,9,0,0,25.72,92.31,100.35,3.11
2020,10,9,1,0,25.54,92.5,100.33,2.9
2020,10,9,2,0,25.38,92.44,100.32,2.65
2020,10,9,3,0,25.27,92.19,100.32,2.42
2020,10,9,4,0,25.23,91.5,100.35,2.24
2020,10,9,5,14.72,25.24,90.62,100.39,2.08
2020,10,9,6,169.35,26.31,86.5,100.44,2.03
2020,10,9,7,394,27.5,79.81,100.51,2.19
2020,10,9,8,603.16,28.62,73.38,100.55,2.1
2020,10,9,9,755.27,29.82,66.44,100.54,2.12
2020,10,9,10,844.23,30.83,60.62,100.49,2.21
2020,10,9,11,858.64,31.46,57.88,100.41,2.38
2020,10,9,12,810.14,31.81,56,100.33,2.65
2020,10,9,13,689,31.83,55.56,100.25,2.96
2020,10,9,14,513.19,31.53,56.56,100.21,3.21
2020,10,9,15,298.45,30.9,59.31,100.2,3.35
2020,10,9,16,76.7,29.74,65.19,100.23,3.45
2020,10,9,17,0,27.82,77.75,100.27,3.21
2020,10,9,18,0,26.98,83.25,100.31,3.14
2020,10,9,19,0,26.51,86.31,100.36,2.91
2020,10,9,20,0,26.15,88.19,100.39,2.82
2020,10,9,21,0,25.84,89.62,100.4,2.89
2020,10,9,22,0,25.59,91.06,100.39,3.06
2020,10,9,23,0,25.37,92.5,100.38,3.17
2020,10,10,0,0,25.18,93.56,100.34,3.14
2020,10,10,1,0,24.97,94.62,100.3,3.01
2020,10,10,2,0,24.76,95.44,100.28,2.84
2020,10,10,3,0,24.58,96.06,100.28,2.66
2020,10,10,4,0,24.44,96.5,100.31,2.47
2020,10,10,5,13.97,24.36,96.69,100.36,2.33
2020,10,10,6,164.33,25.49,91,100.41,2.28
2020,10,10,7,422.63,26.98,81.25,100.45,2.43
2020,10,10,8,627.3,28.54,69.69,100.47,2.26
2020,10,10,9,765.27,30.15,59.06,100.45,1.87
2020,10,10,10,876.24,31.72,50.12,100.4,1.22
2020,10,10,11,872.63,32.99,42.38,100.32,0.74
2020,10,10,12,841.16,33.69,38.62,100.23,0.56
2020,10,10,13,718.2,33.83,38.19,100.15,1.21
2020,10,10,14,542.64,33.36,40.94,100.1,2.22
2020,10,10,15,317.95,32.43,45.69,100.09,3.22
2020,10,10,16,74.16,30.52,57.12,100.12,4.18
2020,10,10,17,0,27.97,73.62,100.16,4.56
2020,10,10,18,0,27.07,80.5,100.22,4.56
2020,10,10,19,0,26.59,84.44,100.26,4.18
2020,10,10,20,0,26.26,87.19,100.29,4.05
2020,10,10,21,0,26.01,89.06,100.3,4.22
2020,10,10,22,0,25.79,91.06,100.28,4.25
2020,10,10,23,0,25.51,92.88,100.25,3.93
2020,10,11,0,0,25.19,94.31,100.2,3.44
2020,10,11,1,0,24.87,95.19,100.15,3.08
2020,10,11,2,0,24.6,95.62,100.12,2.8
2020,10,11,3,0,24.39,95.5,100.12,2.49
2020,10,11,4,0,24.34,93.94,100.14,2.15
2020,10,11,5,13.75,24.48,91.25,100.19,1.8
2020,10,11,6,160.25,25.38,86.69,100.24,1.48
2020,10,11,7,379.03,26.9,76.25,100.28,1.23
2020,10,11,8,585.13,28.62,65.5,100.3,0.89
2020,10,11,9,742.55,30.9,51.25,100.28,0.66
2020,10,11,10,831.5,32.58,42.5,100.21,0.72
2020,10,11,11,851.53,33.32,40.69,100.11,1.14
2020,10,11,12,818.71,33.62,40.44,100.01,1.61
2020,10,11,13,675.92,33.58,40.88,99.93,2
2020,10,11,14,503.88,33.23,42.19,99.88,2.35
2020,10,11,15,287.8,32.56,44.31,99.88,2.73
2020,10,11,16,70.96,30.77,54.38,99.9,3.2
2020,10,11,17,0,28.07,70,99.93,3.58
2020,10,11,18,0,27.12,76,99.98,3.65
2020,10,11,19,0,26.66,78.75,100.04,3.54
2020,10,11,20,0,26.3,80.44,100.07,3.46
2020,10,11,21,0,25.99,81.44,100.07,3.38
2020,10,11,22,0,25.71,82.06,100.05,3.17
2020,10,11,23,0,25.45,81.94,100.02,2.9
2020,10,12,0,0,25.11,81.94,99.98,2.82
2020,10,12,1,0,24.74,81.62,99.93,2.79
2020,10,12,2,0,24.48,80.75,99.9,2.62
2020,10,12,3,0,24.26,79.69,99.89,2.5
2020,10,12,4,0,23.9,79.81,99.9,2.52
2020,10,12,5,13.19,23.31,81.56,99.94,2.65
2020,10,12,6,181.7,24.04,79.31,100,2.75
2020,10,12,7,410.55,25.66,69.75,100.06,3.42
2020,10,12,8,605.76,28.09,55.12,100.09,3.62
2020,10,12,9,730.4,30.53,42.31,100.07,3.72
2020,10,12,10,824.77,32.21,36.25,100.01,3.19
2020,10,12,11,861.82,33.25,34.31,99.91,2.61
2020,10,12,12,802.03,33.81,34.44,99.82,2.02
2020,10,12,13,685.77,34.12,34.44,99.73,1.55
2020,10,12,14,510.54,34.33,31.62,99.68,1.34
2020,10,12,15,293.48,33.72,34.75,99.69,1.42
2020,10,12,16,71.58,31.89,49.38,99.72,1.64
2020,10,12,17,0,29.65,58.19,99.76,2.25
2020,10,12,18,0,28.6,58.5,99.81,2.78
2020,10,12,19,0,27.78,62.12,99.86,2.86
2020,10,12,20,0,26.99,67.69,99.9,2.88
2020,10,12,21,0,26.21,72.56,99.91,3.11
2020,10,12,22,0,25.65,74.56,99.89,3.03
2020,10,12,23,0,25.37,73.25,99.86,2.78
2020,10,13,0,0,25.32,70.38,99.84,2.59
2020,10,13,1,0,25.19,68.94,99.81,2.55
2020,10,13,2,0,24.92,69.44,99.78,2.6
2020,10,13,3,0,24.33,72.5,99.78,2.82
2020,10,13,4,0,23.65,75.94,99.82,2.98
2020,10,13,5,13.09,23.06,78.25,99.88,3.12
2020,10,13,6,162.09,23.92,73.88,99.96,3.32
2020,10,13,7,394.2,25.58,58.88,100.03,4.36
2020,10,13,8,625.01,27.29,48.06,100.07,4.18
2020,10,13,9,793.15,30.03,38.06,100.06,3.98
2020,10,13,10,848.59,32.02,34.31,100,3.85
2020,10,13,11,860.98,33.16,33.31,99.92,3.68
2020,10,13,12,809.76,33.78,32.69,99.84,3.39
2020,10,13,13,687.4,33.93,33.62,99.77,2.79
2020,10,13,14,510.26,33.78,34.12,99.74,2.21
2020,10,13,15,290.98,33.27,35.94,99.75,1.63
2020,10,13,16,69.3,32.07,46.12,99.78,0.92
2020,10,13,17,0,31.4,39.44,99.82,0.47
2020,10,13,18,0,30.58,39,99.86,0.16
2020,10,13,19,0,29.51,44.25,99.93,0.66
2020,10,13,20,0,28.43,47.44,99.98,1.15
2020,10,13,21,0,27.3,51.56,100,1.7
2020,10,13,22,0,26.15,57.44,100,2.24
2020,10,13,23,0,25.17,62.69,99.99,2.67
2020,10,14,0,0,24.4,66.56,99.98,3
2020,10,14,1,0,23.85,68.44,99.96,3.18
2020,10,14,2,0,23.49,68.62,99.95,3.28
2020,10,14,3,0,23.23,67.81,99.97,3.34
2020,10,14,4,0,23.04,66.19,100.01,3.35
2020,10,14,5,13,22.98,63.69,100.08,3.28
2020,10,14,6,164.46,23.82,63.5,100.14,3.01
2020,10,14,7,401.3,26.2,48.62,100.21,3.34
